Job Title,Salary Estimate,Rating,Company Name,Description,Location,size,type,sector,founded,industry,revenue,Hourly_salary,Employer Provided_salary,minimum_salary,maximum_salary,Average Salary,Company,State,Age,Age of company,javascript,java,cloud,python,aws,software_development
Software Engineer,$127K - $184K (Glassdoor est.),4.0,"Carta
4.0","The Company You’ll Join
Carta is a platform that helps people manage equity, build businesses, and invest in the companies of tomorrow. Our mission is to unlock the power of equity ownership for more people in more places.
Carta is trusted by more than 30,000 companies and over half a million employees in nearly 150 countries to manage cap tables, compensation, and valuations. Carta also supports over 5,000 funds representing over $100B in assets under administration with their venture capital solutions. Carta’s liquidity solutions have returned $13B to shareholders in secondary transactions. Today Carta’s platform manages over two trillion dollars in equity for nearly two million people globally. Companies and funds like Canva, Tribe, and Pipe build their businesses on Carta.
The company has been included on the Forbes World’s Best Cloud Companies, Fast Company's Most Innovative list, and Inc.’s Fastest-Growing Private Companies. For more information, visit carta.com.
About Venture Capital
Carta Venture Capital is redefining venture capital operations. Since 2018, our business has grown faster than any other provider in the space. We work with some of the largest venture capital firms in the world, building software to automate managing their investments. As we head deeper into 2022, our goal is to forge the future of how this industry operates and our hammer is engineering. We are building a distributed system that needs to be configurable enough for the most complex of customers. Its responsibilities are wide: money movement, an event-based general accounting ledger, calculating profit waterfalls, rule-based engines for reconciliations and allocations, workflow orchestrations, investment performance tracking, integrations from crypto wallets, incorporation tooling… just to name a few.
Our business is set to double this year which is why we need you.
Interested? Keep reading!
Don’t know what any of these things are? Keep reading!
Who we are
We care deeply about our customers: investors, fund managers, fund administrators, tax/audit professionals, and others. We are relentless in our pursuit to create leverage for them. We do so by deeply understanding the domain and the jobs to be done. We run towards hard and messy problems. We serve the business, first and foremost, and invest in ourselves and each other in service of that effort. We are owners and that is the only title that matters.
We take our work seriously, but not too seriously. We take equal pride in solving complex business problems like automating allocation calculations, as we do contributing to our Slack emoji portfolio. Stand-ups might include discussions on implementation details for a new Kafka event or our favorite microwavable snacks.
Your Role at Carta
You will join our R&D team of learners, builders, experts, and leaders in our Venture Capital group. Our group is building the next generation of software for the venture capital industry. We build software to help new funds launch, investors to track analytics and performance, for fund accountants operating the books and financial records for investment funds ranging from $100k through billions under management, and more. We work on a mix of greenfield opportunities and work informed by metrics.
About You
Whether you are a new college graduate or a Staff Engineer with 10 years of leadership experience, you continuously strive to improve yourself and those around you. Additionally,
You have strong technical skills and are an excellent collaborator.
You like solving for ambiguity: we’ll look to you for ideas on how to solve problems.
You implement systems large or small that are clear, maintainable, and correct.
You are excited by opportunities to both break ground on new projects and provide fresh perspective onto past implementations.
You want to build and own your work end-to-end.
You are eager to move fast, but recognize when to build for the future.
You may be passionate about some elements of the Carta tech stack (Python, Django, Javascript, React, Postgres, GRPC, Kafka); such experience is helpful but we do not require it.
We look for candidates who are interested in, experienced with, or curious about…
Accounting or investment management
Cryptocurrencies and blockchain technology
Customer relationship management
Document data extraction and digital signatures
Tax reporting and financial auditing
Banking and money movement
The Interview Process
Carta follows a standard tech startup interview process, where you will meet with a recruiter and hiring manager first. We’ll then ask you to show off your skills with a real-world take home exercise (we do not do LeetCode-style interviews, no one will quiz you on writing a doubly-linked list) and virtual interviews. During the process, you can ask questions to people across different parts of the Venture Capital team to learn what kind of work we do and how it lines up with your interests.

We are an equal opportunity employer and are committed to providing a positive interview experience for every candidate. If accommodations due to a disability or medical condition are needed, connect with us via email at recruiting@carta.com. As a company, we value fairness, helpfulness, transparency, leadership and build our teams around these values. Check out our careers page to get to know us better as you think about your next step at Carta.
Show Less","Seattle, WA",1001 to 5000 Employees,Company - Private,Financial Services,2012.0,Investment & Asset Management,Unknown / Non-Applicable,0,0,127.0,184.0,155.5,Carta, WA,10.0,10.0,1,1,1,1,0,0
Software Development Engineer I,$79K - $106K (Glassdoor est.),4.3,"Mastercard
4.3","Our Purpose
We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a
culture of inclusion
for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results.
Job Title
Software Development Engineer I
Our Purpose

We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a culture of inclusion for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results.

Overview
Mastercard award-winning Decision Management Platform (DMP) delivers industry leading intelligence with business agility at global scale to power products that protect our customers from fraud, impede crimes such as human trafficking and terrorism, provide customers control over their spend, protect Mastercard from financial risk, and earn significant revenue.
Processing over 1.5 billion transactions per day in tens of milliseconds each at over 65,000 transactions per second, DMP leverages innovative new technologies including multi-layered AI engines, real time feature stores leverage extreme performance in memory data grids, a streaming big data cluster, business intelligence tooling, self-service business rule capabilities, and web apps & API for providing customers control and insights for their decisions.

Job Title
Software Engineer I

Role
The Mastercard Decision Management Program has an exciting opportunity for strong, innovative Software Engineers to join our innovation team and develop the next generation of cloud-native high throughput, low latency AI-driven intelligent transaction processing services.
In this role, you will research new approaches to solving critical problem in the Payment decisioning space and validate them implementing Proof-of-Concepts leveraging event-driven and microservice architecture in an agile delivery process.
We are looking for engineers who can bring unique perspectives and innovative ideas to all areas of development and are interested in continuing to improve our platform through the ever-changing technology landscape.

Are you passionate about software engineering?
Do you enjoy seeing the impact your code has on a wide range of customers?
Do you want to innovate, using cutting edge technologies on challenging business problems?
Do you want to join a Company that offers a competitive benefits-and rewards program that attracts, develops and retains the most talented employees around the world?
Do you thrive in a place where you are continuously learning more while growing your skills and career?
Do you want to join an inclusive culture where employees, in all their diversity, feel valued, respected and who can bring their authentic selves to work? Learn more at Mastercard’s Corporate Sustainability Report.

All About You
Bachelor’s in Computer Science/ Technical Degree or related equivalent experience.
Hands-on developer who writes high quality, secure code for a small to mid-sized component or feature that is modular, functional and testable.
Contribute to all parts of the software’s development including design, development, documentation, and testing.
Ability to understand new concepts quickly, and apply them accurately through an evolving, dynamic, agile environment
high-energy, detail-oriented, proactive and have the ability to function under pressure in an independent environment.
Communicate, collaborate and work effectively in a global environment.
Strong foundation in algorithms, data structures and core computer science concepts.
Evidence of working with object-oriented development and design patterns.
Proficiency in one or more modern programming languages such as Java, Python, C++ etc.
Experience working in an Agile environment.
COVID-19 Considerations
In many locations, we’ve implemented a virtual hiring process and continue to interview candidates by video or phone. In addition, in our NYC offices, as required by law, only individuals who have been fully vaccinated against COVID-19 will be permitted inside Mastercard offices unless a reasonable accommodation has been approved in advance.
In the US, Mastercard is an inclusive Equal Employment Opportunity employer that considers applicants without regard to gender, gender identity, sexual orientation, race, ethnicity, disabled or veteran status, or any other characteristic protected by law. If you require accommodations or assistance to complete the online application process, please contact reasonable_accommodation@mastercard.com and identify the type of accommodation or assistance you are requesting. Do not include any medical or health information in this email. The Reasonable Accommodations team will respond to your email promptly.
Corporate Security Responsibility
All activities involving access to Mastercard assets, information, and networks comes with an inherent risk to the organization and, therefore, it is expected that every person working for, or on behalf of, Mastercard is responsible for information security and must:
Abide by Mastercard’s security policies and practices;
Ensure the confidentiality and integrity of the information being accessed;
Report any suspected information security violation or breach, and
Complete all periodic mandatory security trainings in accordance with Mastercard’s guidelines.
Start your job application: click Apply Now
Show Less","Seattle, WA",10000+ Employees,Company - Public,Financial Services,1966.0,Financial Transaction Processing,$5 to $10 billion (USD),0,0,79.0,106.0,92.5,Mastercard, WA,56.0,56.0,0,1,1,1,0,1
Geospatial Systems Software Engineer I,Employer Provided Salary:$67K - $118K,3.9,"Parsons
3.9","In a world of possibilities, pursue one with endless opportunities. Imagine Next!
When it comes to what you want in your career, if you can imagine it, you can do it at Parsons. Imagine a career working with intelligent, diverse people sharing a common quest. Imagine a workplace where you can be yourself. Where you can thrive. Where you can find your next, right now. We’ve got what you’re looking for.
Job Description:
What Required Skills You'll Bring:
Experience writing JavaScript-based applications.
Experience working with geospatial and/or GIS data products.
Passion for 3D data and/or image processing.
Ability to work on a team as well as independently.
What Desired Skills You'll Bring:
Prior experience working with LiDAR or other 3D data systems.
Familiarity Node JS and React JS frameworks.
Familiarity with NoSQL databases like MongoDB.
Experience with JavaScript 3D rendering libraries like ThreeJS.
Familiarity with docker (Docker for windows is a major plus).
Ability to work in both windows and linux environments.
Minimum Clearance Required to Start:
Not Applicable/None
This position is part of our Federal Solutions team.
Our Federal Solutions segment delivers resources to our US government customers that ensure the success of missions around the globe. Our diverse, intelligent employees drive the state of the art as they provide services and solutions in the areas of defense, security, intelligence, infrastructure, and environmental. We promote a culture of excellence and close-knit teams that take pride in delivering, protecting, and sustaining our nation's most critical assets, from Earth to cyberspace. Throughout the company, our people are anticipating what’s next to deliver the solutions our customers need now.
Salary Range: $67,400.00 - $118,000.00
The position may require a COVID vaccination or an approved accommodation/exemption for a disability/medical condition or religious belief as required by federal, state, provincial or local mandates or customer requirements.
Parsons is an equal opportunity employer committed to diversity, equity, inclusion, and accessibility in the workplace. Diversity is ingrained in who we are, how we do business, and is one of our company’s core values. Parsons equally employs representation at all job levels for minority, female, disabled, protected veteran and LGBTQ+.
We truly invest and care about our employee’s wellbeing and provide endless growth opportunities as the sky is the limit, so aim for the stars! Imagine next and join the Parsons quest—APPLY TODAY!
Show Less","Seattle, WA",10000+ Employees,Company - Public,Information Technology,1944.0,Information Technology Support Services,$1 to $5 billion (USD),0,1,67.0,118.0,92.5,Parsons, WA,78.0,78.0,1,1,0,0,0,0
Software Developer,$94K - $144K (Glassdoor est.),4.5,"D. E. Shaw & Co., L.P.
4.5","Technology is integral to virtually everything the D. E. Shaw group does, which is why we seek exceptional software developers with a range of quantitative and programming abilities. Members of our technical staff collaborate on challenging problems that directly impact the firm’s continued success, utilizing their excellent analytical, mathematical, and software design skills as well as some of the most advanced computing resources in the world. Software developers have the opportunity to be part of an inclusive, collaborative, and engaging working environment.
Show Less","Seattle, WA",1001 to 5000 Employees,Company - Private,Financial Services,1988.0,Investment & Asset Management,Unknown / Non-Applicable,0,0,94.0,144.0,119.0,"D. E. Shaw & Co., L.P.", WA,34.0,34.0,0,0,0,0,0,0
"Software Engineer, Fullstack",$111K - $169K (Glassdoor est.),4.9,"Notion
4.9","About Us:
We're on a mission to make it possible for every person, team, and company to be able to tailor their software to solve any problem and take on any challenge. Computers may be our most powerful tools, but most of us can't build or modify the software we use on them every day. At Notion, we want to change this with focus, design, and craft.
We've been working on this together since 2016, and have customers like Pixar, Mitsubishi, Figma, Plaid, Match Group, and thousands more on this journey with us. Today, we're growing fast and excited for new teammates to join us who are the best at what they do. We're passionate about building a company as diverse and creative as the millions of people Notion reaches worldwide.
What You'll Achieve:
You'll work with others to build new product features from start to finish: through conception, research, implementation, and maintenance. For example, you might build an editor for inline mathematical equations.
You'll help improve performance and reliability, or polish existing features. For example, you might make it easier to select text across multiple paragraphs.
You'll build internal tools to support simplicity and productivity for the whole team. This might include writing a script to import user feedback into Notion.
Skills You'll Need to Bring:
Thoughtful problem-solving: For you, problem-solving starts with a clear and accurate understanding of the context. You can decompose tricky problems and work towards a clean solution, by yourself or with teammates. You're comfortable asking for help when you get stuck.
Shipping quality user interfaces: You can work with others to build and maintain quality user interfaces for a big audience, using Web technologies like HTML, CSS, JavaScript, and a modern UI framework like React. If you've experienced the technical challenges of rapid growth, that's a plus.
Familiarity with the backend: You understand how parts of a system fit together—from the user interface to the data model. Experienced candidates should be familiar with relational database systems like Postgres or MySQL.
Pragmatic and business-oriented: You care about the business impact of what you're building, and you prioritize projects accordingly. You're not just going after cool stuff—you understand the balance between craft, speed, and the bottom line.
Put users first: You think critically about the implications of what you're building, and how it shapes real people's lives. You understand that reach comes with responsibility for our impact—good and bad.
Not ideological about technology: To you, technologies and programming languages are about tradeoffs. You may be opinionated, but you're not ideological and can learn new technologies as you go.
Empathetic communication: You communicate nuanced ideas clearly, whether you're explaining technical decisions in writing or brainstorming in real time. In disagreements, you engage thoughtfully with other perspectives and compromise when needed.
Team player: You understand when work is better, together. You enjoy collaborating cross-functionally to accomplish shared goals, and you care about learning, growing, and helping others to do the same.
Nice to Haves:
You're proficient with any part of our technology stack: React, TypeScript, Node.js, and Postgres.
You've heard of computing pioneers like Ada Lovelace, Douglas Engelbart, Alan Kay, and others—and understand why we're big fans of their work.
You have interests outside of technology, such as in art, history, or social sciences.
We hire talented and passionate people from a variety of backgrounds because we want our global employee base to represent the wide diversity of our customers. If you're excited about a role but your past experience doesn't align perfectly with every bullet point listed in the job description, we still encourage you to apply. If you're a builder at heart, share our company values, and enthusiastic about making software toolmaking ubiquitous, we want to hear from you.
Notion is proud to be an equal opportunity employer. We do not discriminate in hiring or any employment decision based on race, color, religion, national origin, age, sex (including pregnancy, childbirth, or related medical conditions), marital status, ancestry, physical or mental disability, genetic information, veteran status, gender identity or expression, sexual orientation, or other applicable legally protected characteristic. Notion considers qualified applicants with criminal histories, consistent with applicable federal, state and local law. Notion is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation made due to a disability, please let your recruiter know.

#LI-Onsite
Show Less",North Carolina,201 to 500 Employees,Company - Private,Information Technology,2016.0,Enterprise Software & Network Solutions,Unknown / Non-Applicable,0,0,111.0,169.0,140.0,Notion,North Carolina,6.0,6.0,1,1,0,0,0,0
Software Engineer I,$85K - $117K (Glassdoor est.),3.9,"Disney Media & Entertainment Distribution
3.9","Description
Software Engineer I, Media Engineering

Media Engineering builds the software and systems that prepare media content and metadata for the Disney Streaming platform - providing the best possible playback experience to our viewers.
Media Engineering handles audio, video, and metadata content from ingest through publish - for normalization, processing, and packaging - supporting operator tools and automation for a scalable workflow. We build logic across players and back-end services to measure, control, and optimize playback across our stack.
Our combined Disney and Hulu team is looking for hardworking team players to join the Media Engineering team, who will thrive upon the legacy of Disney and Hulu, embrace unconventional thinking, and who are passionate about contributing to The Walt Disney Company’s direct-to-consumer (DTC) experience through strategic hard work and determination.
The Software Engineer I will be part of the Media Engineering team, which works on building out the scalable distributed systems for processing media that is core to our products.
Responsibilities
Design, develop, test, deploy, maintain and improve software
Manage individual project priorities, deadlines and deliverables
Qualifications
BA/BS degree in Computer Science or related software engineering field or equivalent practical experience
1-3 years of developing software products
Experience in programming with Scala or Javascript and proficient with one or more general purpose programming languages (Rust, Java, Scala, Javascript, C#, C++, etc)
Show Less",North Carolina,10000+ Employees,Company - Public,Media & Communication,1923.0,Film Production,$10+ billion (USD),0,0,85.0,117.0,101.0,Disney Media & Entertainment Distribution,North Carolina,99.0,99.0,1,1,0,0,0,0
"Software Engineer, Front End",$93K - $145K (Glassdoor est.),4.9,"Notion
4.9","About Us:
We're on a mission to make it possible for every person, team, and company to be able to tailor their software to solve any problem and take on any challenge. Computers may be our most powerful tools, but most of us can't build or modify the software we use on them every day. At Notion, we want to change this with focus, design, and craft.
We've been working on this together since 2016, and have customers like Pixar, Mitsubishi, Figma, Plaid, Match Group, and thousands more on this journey with us. Today, we're growing fast and excited for new teammates to join us who are the best at what they do. We're passionate about building a company as diverse and creative as the millions of people Notion reaches worldwide.

About the Role
Remember the first time you solved a problem by programming? The delight and excitement you felt when it finally...worked? We want to deliver that experience to everyone by giving them the building blocks to create useful tools of all kinds—without needing to code. That's been the vision of computing pioneers since the 70s. Today, all the infrastructure is present, but we need your engineering to pull it off.
What You'll Achieve:
You'll work with others to build new product features from start to finish: through conception, research, implementation, and maintenance. For example, you might build an editor for inline mathematical equations.
You'll leverage your frontend knowledge to help improve performance and reliability, and polish existing features. For example, you might make it easier to select text across multiple paragraphs.
You'll work across the stack to implement features end-to-end. For example, you might build a new sidebar for displaying page comments, and over the course of implementing it you may modify an existing Node.js endpoint to fetch comment data upon page load.
Skills You'll Need to Bring:
Thoughtful problem-solving: For you, problem-solving starts with a clear and accurate understanding of the context. You can decompose tricky problems and work towards a clean solution, by yourself or with teammates. You're comfortable asking for help when you get stuck.
Familiarity with frontend technologies: You're familiar with the DOM, CSS, Javascript, and a React-like UI framework. Based on experience and knowledge of the state of the art in frontend, you make pragmatic suggestions for how to improve our frontend tooling and abstractions. If you've experienced the technical challenges of rapid growth, that's a plus.
Navigating ambiguity in design: You can translate high level designs into production-ready UI. Given clear requirements, you are comfortable making judgment calls on tradeoffs and edge cases in the user experience on your own. You don't need to see every interaction mocked out ahead of time, but you actively partner with designers to suss out the details when the requirements are unclear.
Shipping quality user experiences: You elevate the quality of the product by proactively identifying user experience problems before they ship. You don't just flag issues for others to solve—you communicate potential alternatives and brainstorm solutions with your teammates.
Pragmatic and business-oriented: You care about the business impact of what you're building, and you prioritize projects accordingly. You're not just going after cool stuff—you understand the balance between craft, speed, and the bottom line.
Put users first: You think critically about the implications of what you're building, and how it shapes real people's lives. You understand that reach comes with responsibility for our impact—good and bad.
Not ideological about technology: To you, technologies and programming languages are about tradeoffs. You may be opinionated, but you're not ideological and can learn new technologies as you go.
Empathetic communication: You communicate nuanced ideas clearly, whether you're explaining technical decisions in writing or brainstorming in real time. In disagreements, you engage thoughtfully with other perspectives and compromise when needed.
Team player: You understand when work is better, together. You enjoy collaborating cross-functionally to accomplish shared goals, and you care about learning, growing, and helping others to do the same.
Nice to Haves:
You're proficient with specific technologies that are part of our stack, including Typescript, Electron, Node.js, SQLite, and Postgres.
You have experience debugging performance issues with UI in modern browsers across multiple platforms.
You're familiar with some platform-specific quirks on the web and have designed solutions to navigate around them.
You've heard of computing pioneers like Ada Lovelace, Douglas Engelbart, Alan Kay, and others—and understand why we're big fans of their work.
You have interests outside of technology, such as in art, history, or social sciences.
We hire talented and passionate people from a variety of backgrounds because we want our global employee base to represent the wide diversity of our customers. If you’re excited about a role but your past experience doesn’t align perfectly with every bullet point listed in the job description, we still encourage you to apply. If you’re a builder at heart, share our company values, and enthusiastic about making software toolmaking ubiquitous, we want to hear from you.
Notion is proud to be an equal opportunity employer. We do not discriminate in hiring or any employment decision based on race, color, religion, national origin, age, sex (including pregnancy, childbirth, or related medical conditions), marital status, ancestry, physical or mental disability, genetic information, veteran status, gender identity or expression, sexual orientation, or other applicable legally protected characteristic. Notion considers qualified applicants with criminal histories, consistent with applicable federal, state and local law. Notion is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation made due to a disability, please let your recruiter know.

#LI-Onsite
Show Less",North Carolina,201 to 500 Employees,Company - Private,Information Technology,2016.0,Enterprise Software & Network Solutions,Unknown / Non-Applicable,0,0,93.0,145.0,119.0,Notion,North Carolina,6.0,6.0,1,1,0,0,0,0
Software Engineer - New College Graduate,$122K - $183K (Glassdoor est.),3.6,"Quantcast
3.6","Quantcast is hiring Software Engineers to join our engineering teams in our San Francisco office.
As the real-time pulse of the Internet, Quantcast runs the world’s largest AI-driven insights and measurement platform directly quantifying over 100 million web destinations. We are using machine learning to drive human learning. Quantcast provides brand marketers and publishers with significant audience insights, predictive targeting and measurement solutions across the customer journey.
As a Software Engineer, you’ll seek significant answers related to Machine Learning, Distributed Storage Systems, Big Data platforms, API Development and Data Visualization.
You’ll have the opportunity to learn Software Engineering methodologies and will own projects from start to finish. You are passionate about building scalable backend systems and customer-facing applications. You will thrive in an environment where independent decision-making based on product requirements is the norm. We foster an agile environment where new ideas and software development come together to effectively pursue some of our industry's toughest problems.
Responsibilities
You will provide technical solutions to take on exciting problems in the advertising industry
You will partner with a team of engineers and work on a variety of large scale systems
You will collaborate with Product & Business Operations teams to translate business requirements and build highly robust and scalable products
You will gain exposure to existing Quantcast systems and our technologies to internal and external customers
You will be responsible for the day-to-day product operations
Requirements
BS, MS or PhD degree in computer science or related field
Excellent command of one or more programming language in Java or Python
Experience working with distributed systems, big data and large-scale systems
Deep understanding of algorithms and data structures
Extraordinary verbal and written interpersonal skills
Quantcast is an advertising technology company and the creator of an innovative intelligent audience platform that empowers brands, agencies and publishers to know and grow their audiences online. Our solutions are leveling the playing field for our customers when it comes to effectively reaching audiences online and helping them power a thriving free and open internet for everyone. Founded in 2006 and headquartered in San Francisco, Quantcast has employees in 18 offices across 10 countries.

We are committed to building an inclusive and diverse environment where everyone can be their authentic self. We work to ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.

Recognizing the importance of flexible work environments, Quantcast operates in a hybrid work model. This model gives employees the opportunity to work from home two days a week and work in the office for team collaboration for the remainder of the time. Our hybrid model may differ based on location or team, so please consult with your hiring manager for further information. All hybrid employees can also work remotely for two weeks each year or, if eligible, apply for our fully remote work program. We strongly encourage vaccination for all Quantcast employees as a way to stop the spread of COVID and protect yourself and others.
Show Less",North Carolina,501 to 1000 Employees,Company - Private,Information Technology,2006.0,Internet & Web Services,Unknown / Non-Applicable,0,0,122.0,183.0,152.5,Quantcast,North Carolina,16.0,16.0,0,1,0,1,0,1
Software Engineer - New College Graduate,$107K - $156K (Glassdoor est.),4.4,"Silicon Labs
4.4","We are Silicon Labs. We are a leader in secure, intelligent wireless technology for a more connected world. Our integrated hardware and software platform, intuitive development tools, unmatched ecosystem and robust support make us the ideal long-term partner in building advanced industrial, commercial, home and life applications. We make it easy for developers to solve complex wireless challenges throughout the product lifecycle and get to market quickly with innovative solutions that transform industries, grow economies and improve lives.
Why this position matters:
Our customers consider Silicon Labs as one of the most recognizable, well-respected, and innovative companies in the world of IoT. As a Software Engineer, you will be part of a highly skilled team in which every member is critical to the success of Silicon Lab’s Internet of Things product offerings. You will also work closely with cross functional teams to specify new designs, understand new product features, debug customer issues, and support customer needs.
Silicon Labs has a track record of multiple industry firsts and of transforming and disrupting large and diversified markets. Our Software Engineers are at the forefront of that success!
If you’re looking to make an impact, Silicon Labs is the place for you!
Excited? See what it’s like to be a part of the Silicon Labs Team:
http://bit.ly/SilabsGlassdoor


What You’ll Do
You will work closely with cross functional teams to specify new designs, understand new product features, and support customer needs.
You will reference application software to design and develop end products that incorporate our embedded wireless networking technology.
You will develop and test robust and scalable software infrastructure for the automated verification testing of IoT MCU & Wireless products
You will develop tools and services to enable embedded software and QA teams to efficiently build and test wireless protocol stack functionality
Learn more about the IoT solutions you will work on.
Who You Are
You are an innovator, builder, and tinkerer. You have a curious mind and a drive to succeed. You want to work with a global team of technology enthusiasts and design pioneers. Here’s what you need:
B.S. or M.S. in Computer Science, Computer Engineering, Electrical and Computer Engineering
Object-oriented programming knowledge in Python, Java, C#, or C++
Any coursework or internship experience in the following areas will be considered a plus:
Knowledge of databases and data management
Familiarity with building back-end web services in Python or NodeJS
Understanding of automated test environments for hardware validation or software QA
Familiarity with JavaScript front-end frameworks such as VueJS, React, or Angular
Ability to quickly absorb new ideas in various domains
Experience with software engineering processes such as requirements, design, implementation, and testing, and deployment
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
Show Less",North Carolina,1001 to 5000 Employees,Company - Public,Manufacturing,1996.0,Electronics Manufacturing,$500 million to $1 billion (USD),0,0,107.0,156.0,131.5,Silicon Labs,North Carolina,26.0,26.0,1,1,0,1,0,0
Front-End Software Engineer,$100K - $160K (Glassdoor est.),3.9,"The New York Times
3.9","The
mission
of The New York Times is to seek the truth and help people understand the world. That means independent journalism is at the heart of all we do as a company. It’s why we have a newsroom that’s 1,700 strong and sends journalists to report on the ground from nearly 160 countries. It’s why we focus deeply on how our readers will experience our journalism, from print to audio to a world-class digital and app destination. And it’s why our business strategy centers on making journalism so good that it’s worth paying for.

Note for US based roles: Any offer of employment is contingent on providing proof of Covid-19 vaccination prior to your start date, subject to approved medical and/or religious exemptions, in accordance with applicable law.
Job Description

Every day, journalists at the New York Times report more than 200 stories from dozens of countries around the world on topics ranging from major international events to the best way to roast a chicken. Those stories are read, listened to and watched by millions of users across our web and mobile products.
As a frontend engineer at the New York Times, you will have the opportunity to work on the most impactful surfaces of our products, from custom editing interfaces for our journalists to web, mobile and email products for millions of users around the world. You can also contribute to the development of new products beyond our core journalism, such as the Crossword and NYT Cooking.
We are looking for frontend engineers of all levels and backgrounds to join multiple teams.
As a Web Engineer, you will:
Join a cross-functional team that includes peers from design, product and often editors from the newsroom
Work with current technologies including React, GraphQL and CSS Modules
Have a voice in the direction of our products
Work at scale to help deliver our journalism to millions of users around the world
Have the opportunity to work with all parts of the stack and contribute to broader architectural discussions within the organization
Be encouraged to participate in open-source projects and share your work at conferences and the Times Open blog.
To thrive in this role, you should:
Have at least one year of professional experience working with current web technologies
Be able to work in a highly collaborative environment with peers from different backgrounds and skill sets
Enjoy finding creative solutions to technical challenges and appreciate the balance between strong convictions and a pragmatic approach
Show curiosity about the world and a desire to learn and grow
Have pride in your work
Culture and Benefits:
You will be helping to power, distribute and expand what is possible for our award-winning journalism. We’ve won more Pulitzer Prizes than any other organization (including three in 2018), and you can celebrate with the award winners in our newsroom.
We believe diversity fuels innovation and creativity, and we have a variety of employee groups dedicated to fostering a diverse and inclusive workplace.
We are a New York- based engineering organization with a remote-friendly workplace that includes engineers around the world.
We are committed to career development and have a formal mentoring program. We encourage our engineers to participate in conferences and we frequently host talks by industry leaders (Sheryl Sandberg, Melinda Gates and Ta-Nehisi Coates are a few recent examples).
Every person within the tech organization is expected to spend five full days focusing on learning. We have a generous tuition reimbursement program and you can use this time on career-relevant activities like attending a formal class, internal company training, online training, a self-developed learning program or even by teaching others.
We run a Maker Week event twice a year, where Design, Product, Project, Marketing and Technology come together to work on compelling, creative, cross-functional projects.
We offer a generous parental leave policy. We also offer competitive health and dental insurance as well as 401(k) matching.
This role may require limited on-call hours. An on-call schedule will be determined when you join, taking into account team size and other variables.
#LI-AM1
The New York Times is committed to a diverse and inclusive workforce, one that reflects the varied global community we serve. Our journalism and the products we build in the service of that journalism greatly benefit from a range of perspectives, which can only come from diversity of all types, across our ranks, at all levels of the organization. Achieving true diversity and inclusion is the right thing to do. It is also the smart thing for our business. So we strongly encourage women, veterans, people with disabilities, people of color and gender nonconforming candidates to apply.
The New York Times Company is an Equal Opportunity Employer and does not discriminate on the basis of an individual's sex, age, race, color, creed, national origin, alienage, religion, marital status, pregnancy, sexual orientation or affectional preference, gender identity and expression, disability, genetic trait or predisposition, carrier status, citizenship, veteran or military status and other personal characteristics protected by law. All applications will receive consideration for employment without regard to legally protected characteristics. The New York Times Company will provide reasonable accommodations as required by applicable federal, state, and/or local laws, and will consider qualified applicants, including those with criminal histories, in a manner consistent with the requirements of applicable ""Fair Chance"" laws.
Show Less",North Carolina,1001 to 5000 Employees,Company - Public,Media & Communication,1896.0,Broadcast Media,$1 to $5 billion (USD),0,0,100.0,160.0,130.0,The New York Times,North Carolina,126.0,126.0,0,0,0,0,1,0
