,Job Title,Salary Estimate,Rating,Company Name,Description,Location,size,type,sector,founded,industry,revenue
47,Software Engineer,$74K - $108K (Glassdoor est.),4.1,"Siemens
4.1","Position Overview
Siemens offers a comprehensive portfolio of seamlessly integrated software products to support full life-cycle digital analysis, design, and manufacturing. This position includes developing prototypes, researching technologies, and developing Applications on the world class PLM product named Teamcenter. You will be part of a highly innovative, fast-paced development team delivering the Teamcenter Applications. We have a lot of fun doing what we consider important, creative, and interesting work.

As a member of SAFe Scrum Team, you will be a key technical resource expected to design, develop, and test Teamcenter Applications. You will actively participate in backlog planning/grooming, Program Increment and Iteration planning, daily scrums, and Iteration reviews. As a member of a self-directed team, you may also take on roles in solution architecting, test framework design, dev ops, or even Scrum Master… depending on the team needs and your ability to contribute.

Responsibilities
The software engineer filling this position will develop, enhance, and maintain Teamcenter Applications for Windows and Linux platforms. You will be part of a strong team in a fast-paced environment embracing an Agile development process. Responsibilities will include understanding requirements, defining functional capabilities to satisfy customer needs, designing software solutions using object-oriented analysis and design techniques, implementing the business logic, creating and executing quality assurance automation tests and test plans, and assisting with product documentation.

At Siemens, every software engineer can positively impact millions of customers and will be called on to do so. The successful candidate will follow and help establish best practices and standards to efficiently develop high quality software. He or she will possess sufficient domain knowledge to understand and analyze requirements and to propose and deliver innovative solutions to meet these requirements.

Required Knowledge/Skills, Education, and Experience
Bachelor’s degree in Computer Science, Computer Engineering, Mechanical Engineering, Aerospace Engineering, Engineering Mechanics, or equivalent (Master’s degree preferred)
Experience programming in a commercial software environment using C++, Javascript, React JS
Solid Computer Science fundamentals in object-oriented design, data structures, algorithms, and problem solving
Ability to work well within a team in a fast-paced, Agile development environment
Qualified Applicants must be legally authorized for employment in the United States. Qualified Applicants will not require employer sponsored work authorization now or in the future for employment in the United States.

Preferred Knowledge/Skills, Education, and Experience
Basic Programming skills in one or more of the following technological areas – XML, XSLT, CSS
Basic understanding of Client server architecture, SOA, REST APIs
Basic understanding of Relational databases

Organization: Digital Industries
Company: Siemens Industry Software Inc.
Experience Level: Recent College Graduate
Full / Part time: Full-time

Equal Employment Opportunity Statement
Siemens is an Equal Opportunity and Affirmative Action Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to their race, color, creed, religion, national origin, citizenship status, ancestry, sex, age, physical or mental disability unrelated to ability, marital status, family responsibilities, pregnancy, genetic information, sexual orientation, gender expression, gender identity, transgender, sex stereotyping, order of protection status, protected veteran or military status, or an unfavorable discharge from military service, and other categories protected by federal, state or local law.

EEO is the Law
Applicants and employees are protected under Federal law from discrimination. To learn more, Click here.

Pay Transparency Non-Discrimination Provision
Siemens follows Executive Order 11246, including the Pay Transparency Nondiscrimination Provision. To learn more, Click here.

California Privacy Notice
California residents have the right to receive additional notices about their personal information. To learn more, click here.
Show Less",Remote,10000+ Employees,Company - Public,Manufacturing,1847,Electronics Manufacturing,$10+ billion (USD)
48,Java Software Engineer (Early Career),-1,4.2,"Apple
4.2","Summary
Posted: Sep 15, 2022
Role Number:200419197
Imagine what you could do here. At Apple, phenomenal ideas have a way of becoming great products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. Join Apple's Customer Systems team within the Engineering Solutions organization as a Java Software Engineer. In this role you will be working closely with our engineering and cross functional teams to implement business services and solutions. The candidate must be able to work effetely within a fast paced software engineering team and collaborate optimally with other team members, understand the needs and build robust software components.
Key Qualifications
Hands-on experience in software design and development with the focus on: Java, OOP, data structures and algorithms.
Proficient in SQL, Spring and Restful services. Hands-on experience in these technologies desirable.
Knowledge in relational (Oracle) and no-SQL databases.
Excellent problem solving skills.
Clear and effective interpersonal skills.
Motivated standout colleague.
Self-starter with dedication to professional growth.
Description
Participate in software development projects and implement individual application components using Java, SQL, Spring and Restful technology. Perform unit and local testing to verify the functionality of the responsible components. Support testing cycles and production by debugging code issues and implementing code fixes. Collaborate with Project Management team and multi-functional teams. Learn functional domain and business logic from system documents and senior team members.
Education & Experience
BS degree in computer science or information management with less than one year of experience. Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants. Apple will consider for employment all qualified applicants with criminal histories in a manner consistent with applicable law. Apple participates in the E-Verify program in certain locations as required by law. Learn more. Apple's committed to working with and providing reasonable accommodation to applicants with physical and mental disabilities. Learn more. Apple is a drug-free workplace. Learn more.
Additional Requirements
Excellent analytical and quantitative skills
Excellent communication and collaboration skills and ability to multi-task
To be successful you are self-motivated; driven to achieve and exceed expectations
Attention to detail
Start your job application: click Apply Now
Show Less",Remote,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD)
49,Software Engineer I (Remote),Employer Provided Salary:$84K - $136K,3.6,"Payscale
3.6","Company Description

As the industry leader in compensation management, Payscale is on a mission to help job seekers, employees and businesses get pay right, and make sustainable fair pay a reality. Empowering more than 53 percent of the Fortune 500 in 198 countries, Payscale provides a combination of data-driven insights, best-in-class services, and innovative software to enable organizations such as Angel City Football Club, Perry Ellis International, United Healthcare, Vista, and The Washington Post to make fair and appropriate pay decisions. Pay is powerful. To learn more, visit www.payscale.com
Voted Seattle’s and Boston’s best places to work according to Built In 2022.
Voted one of Seattle’s companies with the best benefits according to Built In 2022.

Job Description

What We Do: As part of the Data Ingest Team, you will help us deliver on Payscale’s mission to #getpayright. You will play a significant role in shaping our new product offerings and scaling a sophisticated data ingestion platform. You will use a wide variety of technologies and modern architecture design patterns, while working closely with other engineers in the team.
As a Software Engineer, a typical day may include the following:
Write secure, performant, clean code while consistently following best coding practices
Implement technical requirements independently, with little guidance.
Participate in technical design of features
Participate in Scrum ceremonies
Identify and proactively tackle technical debt before it grows into debt that requires significant up-front work to resolve
Write effective unit tests
Debug issues independently, in an organized fashion and know when to ask for guidance.

Qualifications

Must Haves:
Strong problem solving and critical thinking skills.
1 or 2+ years of experience working in C#/.NET Core
1 or 2+ years of experience with Microservices / Rest API’s based architecture, Web APIs and service-oriented design patterns
Experience writing SQL, Stored procedures in MSSQL or another relational database.
Experience working with object-oriented design, message queues or messaging frameworks.
Success in writing understandable and testable code while embracing unit and integration test concepts and mocking frameworks
Exposure in CI/CD pipelines and cloud native environment
Nice to Haves:
Few years of experience using a data integration platform, data pipeline principles and methodologies.
Few years of experience in developing high performance, multi-threaded, enterprise grade applications.
Containerization, Docker, Kubernetes.
Experience with cloud providers (AWS, Azure) and cloud native solutions.
Experience working with Postgres.
Experience in Event Driven Design and Architecture.
Experience with modern frontend frameworks

Additional Information

In the spirit of pay transparency, we are excited to share the base salary range for this position is $83,800 - $136,100, exclusive of fringe benefits or potential bonuses. This position is also eligible for an annual corporate bonus of 8%. If you are hired at Payscale, your final base salary compensation will be determined based on factors such as geographic location, skills, education, and/or experience. In addition to those factors – we believe in the importance of pay equity and consider internal equity of our current team members as a part of any final offer. Please keep in mind that the range mentioned above is the full base salary range for the role. Hiring at the maximum of the range would not be typical in order to allow for future & continued salary growth. We also offer a generous compensation and benefits package (more information on benefits listed below).
Benefits and Perks – The Highlights:
All around awesome culture where together we strive to:
Pursue excellence every day
Create customer value
Compete to win (and lose!) as a team
As part of our culture of transparency and commitment to employee engagement, we have several programs and resources such as:
Regular virtual company meetings
Coffee chats
Table for 4 Executive conversation
Spirit Week
Pulsing tools for continuous conversations to drive performance and career growth
Strengths based tools designed to help employees engage with peers and managers, supported through a program called StandOut
Access to top notch learning courses for all employees through LinkedIn Learning
As well as constant re-evaluation of what our employees need to be successful at work!
Our more standard benefits include:
Discretionary Paid Time Off – Giving employees the flexibility they need to rest, relax and recharge away from work
15 paid holidays including Independence Week, Juneteenth and World Mental Health Day
3 comprehensive health plans to fit your unique needs; plans have up to 100% company-paid premium coverage for employee Medical, Dental and Vision
Access to Premera’s Healthcare Services including an Employee Assistance Program (EAP), 24-hour Nurse Hotline, Telehealth (Doctor on Demand), Talkspace, and other virtual care options
FSA and HSA options for pre-tax employee allocations towards: Medical, Dependent Care, Parking, and Transit
Company Paid Short Term Disability, Long Term Disability, and Life Insurance
Comprehensive Paid Parental / Adoption Leave program
401k program with fully vested, immediate company match
Additional highlights:
Voted Seattle’s and Boston’s best places to work according to Built In 2022.
Voted one of Seattle’s companies with the best benefits according to Built In 2022.
Equal Opportunity Employer: We embrace equal employment opportunity.
PayScale is committed to a policy of equal employment opportunity for all applicants and employees. It is our policy that employees will not be subjected to unlawful discrimination on the basis of race, color, religion, sex, age, national origin or ancestry, physical or mental disability, veteran or military status, marital status, sexual orientation, political ideology and any other basis protected by federal, state, or local laws. This policy applies to all terms and conditions of employment, including but not limited to: recruitment, hiring, transfers, promotions, training, discipline, termination, compensation and benefits, performance appraisals, education, and social and recreational programs.
Show Less",Remote,501 to 1000 Employees,Company - Private,Information Technology,2002,Enterprise Software & Network Solutions,Unknown / Non-Applicable
50,Software Engineer,-1,3.9,"myDigitalOffice
3.9","Overview
myDigitalOffice (MDO) is a cloud-based information management platform that brings together data from multiple hotel systems, enabling hospitality professionals to access their hotels' data from one place and in real time. In addition to being the one-stop shop reporting hub for hoteliers, MDO also provides digital document and contract management services that streamline the auditing process, eliminating the need to print and store documents. MDO’s mission is to help hotels drive operational efficiencies through innovation and advanced technologies that contribute to the industry’s sustainability
initiative.
MDO is looking to add a talented Front End Engineer to our team. This person will work alongside our top-notch engineers and product owners to design, implement, and deliver our next generation web applications.
Responsibilities
Build innovative and performant features into our next generation web applications.
Design and implement libraries and frameworks that allow us to effectively scale development on our web applications. We are growing fast and we are actively establishing the UX patterns and standards for our growing codebase.
Optimize front end code to operate responsively and efficiently in a variety of browsers and devices.
Welcome change and complexity. Learn quickly and adapt fast. We are looking for folks to lead the charge, not just keep up with it.
Bachelors Degree in Computer Science, IT or a related field
Development experience in one or more front end JavaScript frameworks.
Web application development experience using HTML, CSS and AJAX.
Show Less",Remote,Unknown,Unknown / Non-Applicable,-1,Company - Private,-1,-1
51,Aviation Software Engineer - OEM Lead,$68K - $97K (Glassdoor est.),4.1,"Garmin International, Inc.
4.1","Overview:
We are seeking an Aviation Software Engineer - OEM Lead who is interested in developing software, providing technical leadership and project planning for Garmin’s Integrated Flight Deck for our Chandler, AZ location. In this role, you’ll be responsible for serving in a leadership capacity to integrate Garmin’s products into the cockpits of industry-leading aircraft. You’ll write software in C and Python, configure the flight deck to meet your customer’s requirements, and integrate software for delivery to the customer. This role provides a customer-facing opportunity with aircraft Original Equipment Manufacturers (OEMs) in addition to software engineering responsibilities.
Responsibilities:
Essential functions
Software development for safety-critical airframe specific and airframe independent functionality
Successfully managing OEM relationships, including: positive and proactive communication, understanding and advocating for requirements from customers, managing feedback, and ensuring expectations are appropriately calibrated with our OEM partners
Developing and maintaining high quality deliverables for our OEMs in alignment with their engineering, flight test, and production schedules
Familiarity and understanding of how Garmin Aviation’s product offerings come together as an integrated flight deck
Working cross functionally with Garmin’s program coordination, systems, system tests, human factors and flight operations teams to ensure all aspects of a program are tended to
Qualifications:
Basic Qualifications
Bachelor’s Degree OR Master’s Degree in Computer Science, Electrical Engineering, Computer Engineering, Software Engineering, Aerospace Engineering, Math, Physics or related field AND a minimum of 1 year relevant experience OR an equivalent combination of education and experience
Excellent academics (cumulative GPA greater than or equal to 3.0 as a general rule)
Demonstrated proficiency and experience necessary to develop moderately complex software in C, C++, C#, Java, assembly language, or other selected languages
Proficient knowledge, utilization and mastery of relevant software engineering tools (configuration management systems, build processes, debuggers, emulators, simulators and logic analyzers)
Desired Qualifications
Outstanding academics (cumulative GPA greater than or equal to 3.5)
Previous work or internship experience in design, particularly for consumer products

Garmin International is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, citizenship, sex, sexual orientation, gender identity, veteran’s status, age or disability.
Show Less",Remote,10000+ Employees,Company - Public,Manufacturing,1989,Consumer Product Manufacturing,$1 to $5 billion (USD)
52,Jr. Software Dev Engineer,$96K - $141K (Glassdoor est.),3.8,"Amazon.com Services LLC
3.8","Qualifications:
College Student
Graduate date Spring 2023 or later
Ability to work min 16 hours week
Programming Language
Systems knowledge

Job summary
Jr Software Dev Engineer: Job Description
Are you passionate about innovation and developer experience at scale? Are you interested in working on an amazing team that is building new experiences from the ground up? Amazon is seeking excellent student programmers to work in an internship program located in Detroit.

Our Internship Program
Our internship program is special in several respects:
We offer work year-round, 16 hrs/week while in school and full-time during breaks. Working schedules are re-arranged each semester to accommodate class schedules.
We offer excellent mentoring. We require our full-time software developers to be able and willing to mentor exceptionally capable young developers.
We give our interns responsibilities and roles which will prepare them to enter the workforce after graduation with “real world” software programming experience.
We pay competitive market rates to our interns. Students who participate in our program routinely say that the real reason they’re here is for the valuable learning experience, especially because of the uniform excellence of the team they work with, the mentoring offered by experienced developers, and the challenge of being a principal contributor to software products. They say it’s like taking an additional practicum course that complements their university experience.



Our software development is mostly in Java, some JavaScript, HTML, and CSS for Web.

Preferred Qualifications:
Solid knowledge of JAVA or equivalent

Advanced programming classes completed at University

Networking knowledge

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
To apply to this job, click Apply Now
Show Less",Remote,10000+ Employees,Company - Public,Information Technology,1994,Internet & Web Services,$10+ billion (USD)
53,Co-op Software Development Engineer- 2023 (US),Employer Provided Salary:$9K,3.8,"Amazon.com Services LLC
3.8","Currently enrolled in an Associates, Bachelors, Masters, or PhD in Computer Science, Computer Engineering, Data Science, Electrical Engineering, or majors offering co-ops relating to these fields are considered with an expected graduation date between 10/2023 - 9/2026.
Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design.
Currently enrolled in a co-op program in US or Canada.
Job summary
Applicants must be currently enrolled in a co-op program at their school in US/Canada, and should have a minimum of one quarter/semester/trimester remaining in their studies after their co-op concludes.

Amazon co-ops are full-time positions, and co-op students should expect to work Monday-Friday, up to 40 hours per week typically between 8am-5pm for up to 8 months. Specific team norms around working hours will be communicated by your manager. Co-op students should not have conflicts such as classes or other employment during the Amazon work-day.

We will take your co-op season and location preferences into consideration based on business availability. Please note that a majority of our co-ops take place in the summer.

Start dates for our co-ops include the following periods:
1. Summer (Starts May/June)
2. Fall (Starts August/September)

Software Development Engineer (SDE) Co-op
At Amazon, we hire the best minds in technology to innovate and build on behalf of our customers. The intense focus we have on our customers is why we are one of the world’s most beloved brands – customer obsession is part of our company DNA. Our co-op students write real software and collaborate with a select group of experienced software development engineers (SDEs) who guide co-op students on projects that matter to our customers.

As a co-op participant you will be matched to a manager and a mentor. You will have the opportunity to influence the evolution of Amazon technology and lead mission critical projects early in your career. Your design, code, and raw smarts will contribute to solving some of the most complex technical challenges in the areas of distributed systems, data mining, automation, optimization, scalability, and security – just to name a few.

In addition to working on an impactful project, you will have the opportunity to engage with Amazonians for both personal and professional development, expand your network, and participate in activities with other co-op students throughout your co-op experience. No matter the location of your co-op, we give you the tools to own your project and learn in a real-world setting. Many of our technologies overlap, and you would be hard pressed to find a team that is not using Amazon Web Services (AWS), touching the catalogue, or iterating services to better personalize for customers. We make the impossible, possible.

Locations for all SDE co-ops:
By applying to this position your application will be considered for all locations we hire for in the United States. This includes, but is not limited to:

AZ (Phoenix, Tempe)
CA (Berkeley, Culver City, Cupertino, East Palo Alto, Irvine, Los Angeles, Manhattan Beach, Palo Alto, San Diego, San Francisco, San Jose, San Luis Obispo, Santa Barbara, Santa Clara, Santa Cruz, Santa Monica, Sunnyvale)
CO (Boulder, Denver)
GA (Atlanta, Kennesaw)
IL (Chicago)
MA (Boston, Cambridge, Hudson, North Reading, Westborough)
MD (Baltimore)
MI (Detroit)
MN (Minneapolis)
NJ (Jersey City)
NY (New York)
OR (Portland)
PA (Philadelphia, Pittsburgh)
TN (Nashville)
TX (Austin, Dallas)
VA (Arlington, Herndon)
WI (Madison)
WA (Bellevue, Seattle, Redmond)
***Locations are subject to change. ***

We’re on the lookout for the curious, those who think big and want to define the world of tomorrow. At Amazon, you will grow into the high impact, visionary person you know you’re ready to be. Every day will be filled with exciting new challenges, developing new skills, and achieving personal growth.

How often can you say that your work changes the world? At Amazon, you’ll say it often. Join us and define tomorrow.

Applications are reviewed on a rolling basis. For an update on your status or to confirm your application was submitted successfully, please login to your candidate portal at amazonuniversity.jobs. Amazon works with a high volume of applicants so we appreciate your patience as we review applications.

If an Intern/Co-op student is offered a full-time employment role in the US following their graduation, Amazon will assess all candidates for US immigration eligibility during the pre-hire process. Citizens of countries who do not have an immediate path to a US work-based visa may be considered for a role with Amazon outside the US, in a country where they have the ability to obtain work authorization. Amazon offers employment opportunities in many countries around the world.

The pay for this position in Colorado is $9,138/month. Fulltime co-op students working longer than 90 days will be eligible for access to a medical benefit, and can enroll in a 401k on Day 1 if age 18. Co-op students will also have access to paid time off. This information is provided per the Colorado Equal Pay Act. Base pay information is based on market location. Applicants should apply via Amazon's internal or external careers site.

The pay range for this position in Jersey City is $10,051/month; however, base pay offered may vary depending on job-related knowledge, skills, and experience. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a full range of medical, financial, and/or other benefits, dependent on the position offered. This information is provided per the Pay Transparency Regulation of Jersey City Municipal Code. Base pay information is based on market location. Applicants should apply via Amazon's internal or external careers site.

The pay range for this position in Ithaca, NY is $9,137/month; however, base pay offered may vary depending on job-related knowledge, skills, and experience. A sign-on payment and restricted stock units may be provided as part of the compensation package, in addition to a full range of medical, financial, and/or other benefits, dependent on the position offered. This information is provided per the Ithaca Common Council. Base pay information is based on market location. Applicants should apply via Amazon's internal or external careers site.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Key job responsibilities
Collaborate with experienced cross-disciplinary Amazonians to conceive, design, and bring innovative products and services to market.
Design and build innovative technologies in a large distributed computing environment, and help lead fundamental changes in the industry.
Create solutions to run predictions on distributed systems with exposure to innovative technologies at incredible scale and speed.
Build distributed storage, index, and query systems that are scalable, fault-tolerant, low cost, and easy to manage/use.
Ability to design and code the right solutions starting with broadly defined problems.
Work in an agile environment to deliver high-quality software.
Previous technical internship(s) or co-op, if applicable.
Experience with distributed, multi-tiered systems, algorithms, and relational databases.
Experience in optimization mathematics such as linear programming and nonlinear optimization.
Ability to effectively articulate technical challenges and solutions.
Adept at handling ambiguous or undefined problems as well as ability to think abstractly.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
Apply Now: click Apply Now
Show Less",Remote,10000+ Employees,Company - Public,Information Technology,1994,Internet & Web Services,$10+ billion (USD)
54,Software Engineer I,$81K - $108K (Glassdoor est.),4.1,"Nike
4.1","Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
NIKE, Inc. is in perpetual motion. Administrative employees help Nike teams around the world keep up with the company’s rapid pace. They act as liaisons embedded in business functions and geographies. Their talents — problem solving, organization, time management and more — help fuel the success of their teams. Nike’s diverse group of administrative assistants and receptionists embodies professionalism and models core Nike values to guests and fellow employees.

RESPONSIBILITIES:
The role is to develop reusable and efficient scripts to transfer data within and across database servers including the cloud environments.
Integration of data storage solutions like databases, key-value stores, blob stores, etc.
Your team will be involved in crafting new capabilities to help Nike serve our consumers. The squad you lead develops and operates custom applications in a continuous delivery model to bring value to our internal and external business partners. You will build modular system designs, adaptable UI’s, Restful APIs, and infrastructure as code.


WHAT YOU WILL WORK ON!
Proficient with various data sources and integrating them
Python/Node.js Scripting and Automation, Encryption and Key Management
Demonstrate ability to communicate optimally with partners and other team members
Establishing and reinforcing engineering philosophies
Improving team efficiency and productivity with process improvement ideas
Implementing Exception Handling and Logging mechanism
WHAT YOU NEED!
Bachelor/Master's degree in Computer Science or related field or equivalent combination of education and experience
2+ years of experience as a python or node.js developer
2+ years of experience working with databases like SQL, MySQL, and Snowflake
Linux experience (RHEL, CentOS, or Ubuntu) 1+ years of experience
Must be a Proficient understanding of code versioning tools such as Git
Able to integrate multiple data sources and databases into one system
Passion for solving, investigating, and performing root-cause analysis
- Excellent written and verbal communication skills - Must be able to speak and write in English
Ability to multitask in a high-energy environment
Agile development


NICE TO HAVE
AWS experience
Python SDKs (Paramiko, Boto, CSV, Beatbox, BOX)
Working with different file formats (Flat Files, CSV, etc)
Scheduling tools like Airflow
NIKE, Inc. is a growth company that looks for team members to grow with it. Nike offers a generous total rewards package, casual work environment, a diverse and inclusive culture, and an electric atmosphere for professional development. No matter the location, or the role, every Nike employee shares one galvanizing mission: To bring inspiration and innovation to every athlete* in the world.
NIKE, Inc. is committed to employing a diverse workforce. Qualified applicants will receive consideration without regard to race, color, religion, sex, national origin, age, sexual orientation, gender identity, gender expression, veteran status, or disability.
Apply Now: click Apply Now
Show Less",Remote,10000+ Employees,Company - Public,Manufacturing,1972,Consumer Product Manufacturing,$10+ billion (USD)
55,Software Engineer,$127K - $184K (Glassdoor est.),4.0,"Carta
4.0","The Company You’ll Join
Carta is a platform that helps people manage equity, build businesses, and invest in the companies of tomorrow. Our mission is to unlock the power of equity ownership for more people in more places.
Carta is trusted by more than 30,000 companies and over half a million employees in nearly 150 countries to manage cap tables, compensation, and valuations. Carta also supports over 5,000 funds representing over $100B in assets under administration with their venture capital solutions. Carta’s liquidity solutions have returned $13B to shareholders in secondary transactions. Today Carta’s platform manages over two trillion dollars in equity for nearly two million people globally. Companies and funds like Canva, Tribe, and Pipe build their businesses on Carta.
The company has been included on the Forbes World’s Best Cloud Companies, Fast Company's Most Innovative list, and Inc.’s Fastest-Growing Private Companies. For more information, visit carta.com.
About Venture Capital
Carta Venture Capital is redefining venture capital operations. Since 2018, our business has grown faster than any other provider in the space. We work with some of the largest venture capital firms in the world, building software to automate managing their investments. As we head deeper into 2022, our goal is to forge the future of how this industry operates and our hammer is engineering. We are building a distributed system that needs to be configurable enough for the most complex of customers. Its responsibilities are wide: money movement, an event-based general accounting ledger, calculating profit waterfalls, rule-based engines for reconciliations and allocations, workflow orchestrations, investment performance tracking, integrations from crypto wallets, incorporation tooling… just to name a few.
Our business is set to double this year which is why we need you.
Interested? Keep reading!
Don’t know what any of these things are? Keep reading!
Who we are
We care deeply about our customers: investors, fund managers, fund administrators, tax/audit professionals, and others. We are relentless in our pursuit to create leverage for them. We do so by deeply understanding the domain and the jobs to be done. We run towards hard and messy problems. We serve the business, first and foremost, and invest in ourselves and each other in service of that effort. We are owners and that is the only title that matters.
We take our work seriously, but not too seriously. We take equal pride in solving complex business problems like automating allocation calculations, as we do contributing to our Slack emoji portfolio. Stand-ups might include discussions on implementation details for a new Kafka event or our favorite microwavable snacks.
Your Role at Carta
You will join our R&D team of learners, builders, experts, and leaders in our Venture Capital group. Our group is building the next generation of software for the venture capital industry. We build software to help new funds launch, investors to track analytics and performance, for fund accountants operating the books and financial records for investment funds ranging from $100k through billions under management, and more. We work on a mix of greenfield opportunities and work informed by metrics.
About You
Whether you are a new college graduate or a Staff Engineer with 10 years of leadership experience, you continuously strive to improve yourself and those around you. Additionally,
You have strong technical skills and are an excellent collaborator.
You like solving for ambiguity: we’ll look to you for ideas on how to solve problems.
You implement systems large or small that are clear, maintainable, and correct.
You are excited by opportunities to both break ground on new projects and provide fresh perspective onto past implementations.
You want to build and own your work end-to-end.
You are eager to move fast, but recognize when to build for the future.
You may be passionate about some elements of the Carta tech stack (Python, Django, Javascript, React, Postgres, GRPC, Kafka); such experience is helpful but we do not require it.
We look for candidates who are interested in, experienced with, or curious about…
Accounting or investment management
Cryptocurrencies and blockchain technology
Customer relationship management
Document data extraction and digital signatures
Tax reporting and financial auditing
Banking and money movement
The Interview Process
Carta follows a standard tech startup interview process, where you will meet with a recruiter and hiring manager first. We’ll then ask you to show off your skills with a real-world take home exercise (we do not do LeetCode-style interviews, no one will quiz you on writing a doubly-linked list) and virtual interviews. During the process, you can ask questions to people across different parts of the Venture Capital team to learn what kind of work we do and how it lines up with your interests.

We are an equal opportunity employer and are committed to providing a positive interview experience for every candidate. If accommodations due to a disability or medical condition are needed, connect with us via email at recruiting@carta.com. As a company, we value fairness, helpfulness, transparency, leadership and build our teams around these values. Check out our careers page to get to know us better as you think about your next step at Carta.
Show Less",Remote,1001 to 5000 Employees,Company - Private,Financial Services,2012,Investment & Asset Management,Unknown / Non-Applicable
56,"Robotics Software Engineer, New Graduate",$70K - $111K (Glassdoor est.),4.7,"Robotic Research
4.7","Citizenship Requirements:
Due to the type of information accessible in this position, it is required that applicants are a United States Citizen or a United States Person.
Office Location: Clarksburg, MD
Tele-work Opportunities: On-Site
Travel Requirements: Travel may be required
Position Responsibilities
Designing and implementing software using C/C++ in a Linux environment
Developing/ improving algorithms for data processing and intelligent control of unmanned vehicles and sensor systems
Documenting activities, prepare technical reports, present results, and demonstrate system capabilities
Testing in outdoor conditions may be required
Required Skills & Abilities
Strong programming ability in C/C++
Familiarity with development in a Linux environment
Candidate should be a self-motivated, flexible team player with good written and oral skills, able to work effectively in a fast-paced environment
Preferred Qualifications
Knowledge and hands-on experience with algorithm and software development applied to robotics is strongly desired. Desired areas of experience include:
Sensor processing (LIDAR, cameras, RADAR, inertial, etc.)
Computer Vision and Deep Learning
Path planning
Localization/navigation algorithms
SLAM
Ground robotics experience
Education & Experience
B.S. degree in Computer Science or related field
Benefits:
Robotic Research is excited to offer the following benefits:
Company holidays
Flexible work schedules
Paid time off
Competitive medical, dental & vision plans401k contribution plan with up to 4% match
Employer paid short-term & long-term disability insurance
Employer paid life insurance
Voluntary life insurance
Relocation reimbursement for qualifying situations
Dog Friendly Office!
Tuition reimbursement
Discretional annual bonus and profit sharing
Employee assistance program
All benefits are subject to change. Please discuss with a member of the Robotic Research HR team for details.
Employment is conditioned upon successful completion of a thorough background screening and drug test.
Company Overview:
Robotic Research is a fast-growing, global leader in robotics and automated vehicle (AV) solutions. We were founded by pioneers from the National Institute of Standards and Technology and have grown to become trusted partners to U.S. military services, municipalities, and commercial businesses. Our AutoDrive® autonomy kit helps tackle some of the AV industry’s toughest challenges, from self-driving in high-density urban environments to automated vehicles for off-road landscapes where there are no lines, signs, or GPS signals to guide you. To do this well, we need great people like you!
We’re fast-paced and entrepreneurial, with the stability of a company that’s succeeded for 20 years. For us, innovation comes first, supported by the key skills, knowledge, and passion our teams bring to the table.
PLUS: real advancement opportunities, excellent health and financial benefits, flex time, company outings and events, a CEO who wears jeans every day, and we’re dog-friendly, too! Come help us lead a dynamic revolution in technology with colleagues throughout the U.S., including our main offices in Clarksburg, MD and San Antonio, TX.
Diversity and Equal Opportunity Statement:
At Robotic Research, we don’t just accept differences, we celebrate them! We strive to attract, develop and retain curious & highly qualified individuals representing a variety of backgrounds, cultures, skills & perspectives. Robotic Research is committed to building a diverse team and is proud to be and equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, race, color, religion, marital status, national origin, ancestry, physical or mental disability, medical condition, pregnancy, genetic information, gender, sexual orientation, gender identity or expression, veteran status, or any other status protected under federal, state, or local law.
Show Less",Remote,51 to 200 Employees,Company - Private,Information Technology,2002,Computer Hardware Development,$25 to $100 million (USD)
